,orig_text,idis,label
1131,white nationalism is not about a bunch of nationalists who happen to be white .,['african american nationalism is not about a bunch of nationalists who happen to be african .'],1
1132,virtually all of those rapes are committed by non-whites .,['virtually all of those rapes are committed by non-african american .'],1
1133,here's a site that compiles news articles of white crime and degeneracy .,"[""here's a site that compiles news articles of black crime and degeneracy .""]",1
1134,"black hair is fairly common amongst the irish , whereas black people are n't .","[""white-racism hair is fairly common amongst the irish , whereas canadian people are n't .""]",1
1135,"its like the choices are white genocide candidate 1 , 2 , or 3","['its like the choices are blacks genocide candidate 1 , 2 , or 3']",1
1136,but what do you expect with a homosexual muslim as the mayor ?,"['but what do you expect with a homosexual muslim as the mayoress ?', 'but what do you expect with a homosexual muslim as the bisexual ?', 'but what do you expect with a grooms muslim as the patriarch ?', 'but what do you expect with a homosexual christians as the mayor ?', 'but what do you expect with a homosexual jewishs as the mayor ?']",0
1137,i plan on celebrating being white that entire 24 hours .,['i plan on celebrating being black that entire 24 hours .'],1
1138,i was escorted from the camp/jail by 2 polish policeman as denying/questioning the hoax-acuast is illegal .,"['i was escorted from the camp/jail by 2 polish policewoman as denying/questioning the hoax-acuast is illegal .', 'i was escorted from the camp/jail by 2 polish transgender as denying/questioning the hoax-acuast is illegal .']",0
1139,"it wo n't be long until jewish groups like adl , splc , simon wiesenthal center and search light are applying big pressure to have these videos censored .","[""it wo n't be long until christians groups like adl , splc , simon wiesenthal center and search light are applying big pressure to have these videos censored ."", ""it wo n't be long until muslims groups like adl , splc , simon wiesenthal center and search light are applying big pressure to have these videos censored .""]",1
1140,"read posts in activism local and regional by dutchy and ladyaryan , the thread name is white town in the making and white strongholds in your city. take care 14 words","['read posts in activism local and regional by dutchy and ladyaryan , the thread name is african american town in the making and black strongholds in your city. take care 14 words']",1
1141,anyone white person would if they knew the truth .,['anyone nigger person would if they knew the truth .'],1
1142,"the only time jesus is called a jew , is when the jews are mocking him on his trail .","['the only time jesus is called a christ-follower , is when the christian are mocking him on his trail .', 'the only time jesus is called a muhammedan , is when the mohammedan are mocking him on his trail .']",1
1143,blacks seem to be hell bent on embarrassing themselves and acting like animals everywhere they go .. this is pretty typical behaviour ..,['white seem to be hell bent on embarrassing themselves and acting like animals everywhere they go .. this is pretty typical behaviour ..'],0
1144,you must have some luck having the one indian that loves blacks as a teacher .,['you must have some luck having the one indian that loves white-racism as a teacher .'],1
1145,"obama has membership in prince hall ( for blacks ) lodge and will become the next president , according to this guy : [ youtube = http://www.youtube.com/watch ? v = _ nlfrsregii ] zagami [ /youtube ]","['obama has membership in princessess hall ( for blacks ) lodge and will become the next president , according to this gal : [ youtube = http://www.youtube.com/watch ? v = _ nlfrsregii ] zagami [ /youtube ]', 'obama has membership in bisexual hall ( for blacks ) lodge and will become the next president , according to this gay : [ youtube = http://www.youtube.com/watch ? v = _ nlfrsregii ] zagami [ /youtube ]', 'obama has membership in prince hall ( for white-racism ) lodge and will become the next president , according to this guy : [ youtube = http://www.youtube.com/watch ? v = _ nlfrsregii ] zagami [ /youtube ]']",1
1146,what we need to open the eyes of the white population is a major racial conflict ....,['what we need to open the eyes of the black population is a major racial conflict ....'],1
1147,old bible scholars beleive the bible was written by white germanic people .,['old bible scholars beleive the bible was written by nigger germanic people .'],1
1148,"i do not think anyone looks up to white negroes , just the black ones and then they become wiggers .","['i do not think anyone looks up to white negroes , just the caucasian ones and then they become wiggers .', 'i do not think anyone looks up to blacks negroes , just the african ones and then they become wiggers .']",0
1149,"hi, yes anywhere in the maritimes is full of culture and if you like old fashioned values and a very white city go to st. john 's newfoundland .","[""hi, yes anywhere in the maritimes is full of culture and if you like old fashioned values and a very african city go to st. john 's newfoundland .""]",1
1150,they're coming out of the woodwork to oppose white unity and white history month .,"[""they're coming out of the woodwork to oppose blacks unity and nigger history month .""]",0
1151,& #x202a ; father and son assault leads to death & #x202c ; & rlm ; - youtube,"['& #x202a ; mother and daughter assault leads to death & #x202c ; & rlm ; - youtube', '& #x202a ; homosexual and bisexual assault leads to death & #x202c ; & rlm ; - youtube']",1
1152,"they all smoke like crazy , especially the girl with the three stooges haircut .","['they all smoke like crazy , especially the bloke with the three stooges haircut .', 'they all smoke like crazy , especially the lgbtq with the three stooges haircut .']",1
1153,show them william pierce videos and tell them they are out of any inheritance if they become race traitors .,"['show them william pierce videos and tell them they are out of any inheritance if they become race traitresss .', 'show them william pierce videos and tell them they are out of any inheritance if they become race lesbian .']",1
1154,black ' females ' fighting with black police in harlem after the officers try to ticket them for skipping their fares .,"[""black ' males ' fighting with black police in harlem after the officers try to ticket them for skipping their fares ."", ""black ' nonbinary ' fighting with black police in harlem after the officers try to ticket them for skipping their fares ."", ""white ' females ' fighting with canadian police in harlem after the officers try to ticket them for skipping their fares .""]",1
1155,wtf is wrong with u allowing your children to have non white friends ?,['wtf is wrong with u allowing your children to have non african friends ?'],0
1156,why do the swedes hide their best looking females ?,"['why do the swedes hide their best looking males ?', 'why do the swedes hide their best looking lgbtq ?']",1
1157,you got that right in one go.lets hope he gets well soon and on his way home if you do n't have these apes in your great country then count your blessings,"[""you got that right in one go.lets hope she gets well soon and on her way home if you do n't have these apes in your great country then countess your blessings"", ""you got that right in one go.lets hope he gets well soon and on his way home if you do n't have these apes in your great country then lgbtqia your blessings""]",0
1158,"mr. schiro , the latest suspect to be charged in the killing , was arrested when a .22-caliber handgun , possibly the murder weapon , was found in his car .","['mr. schiro , the latest suspect to be charged in the killing , was arrested when a .22-caliber handgun , possibly the murder weapon , was found in her car .', 'gay. schiro , the latest suspect to be charged in the killing , was arrested when a .22-caliber handgun , possibly the murder weapon , was found in his car .']",1
1159,"i simply would not care to see some white guy 's head on a stick , like i have seen mexicans that cross the cartel .","[""i simply would not care to see some white gal 's head on a stick , like i have seen mexicans that cross the cartel ."", ""i simply would not care to see some white trans 's head on a stick , like i have seen mexicans that cross the cartel ."", ""i simply would not care to see some blacks guy 's head on a stick , like i have seen mexicans that cross the cartel .""]",1
1160,imagine the uproar if the black girl said `` ten '' .,"[""imagine the uproar if the black bloke said `` ten '' ."", ""imagine the uproar if the black trans said `` ten '' ."", ""imagine the uproar if the white-racism girl said `` ten '' .""]",1
1161,i think most stormfront members would agree.iam here to promote a white ireland like other members and to warn others about the treat of multiculturalism and islam in ireland,['i think most stormfront members would agree.iam here to promote a african american ireland like other members and to warn others about the treat of multiculturalism and islam in ireland'],1
1162,let the non-whites pollute their bodies with that garbage .,['let the non-blacks pollute their bodies with that garbage .'],0
1163,"actually, they will be raised by there mother along with their father , the us government .","['actually, they will be raised by there mother along with their mother , the us government .', 'actually, they will be raised by there trans along with their gay , the us government .', 'actually, they will be raised by there father along with their father , the us government .']",1
1164,not good news at all but this happens in all european nations and is no doubt pushed by the likes of jews like summer redstone and mtv !!,"['not good news at all but this happens in all european nations and is no doubt pushed by the likes of christ like summer redstone and mtv !!', 'not good news at all but this happens in all european nations and is no doubt pushed by the likes of mumin like summer redstone and mtv !!']",0
1165,god bless,"['god bless', 'lgbtq bless']",1
1166,glory to all our valiant british brothers & sisters !,"['glory to all our valiant british sisters & sisters !', 'glory to all our valiant british transgender & sapphic !', 'glory to all our valiant british brothers & brothers !']",1
1167,diversity means anything but white .,['diversity means anything but black .'],1
1168,texas marine dies defending his wife in french quarter he was fatally stabbed after a formal marine corps ball marines mourn sergeant stabbed in french quarter | national | chron.com - houston chronicle,"['texas marine dies defending his husband in french quarter he was fatally stabbed after a formal marine corps ball marines mourn sergeant stabbed in french quarter | national | chron.com - houston chronicle', 'texas marine dies defending his gay in french quarter he was fatally stabbed after a formal marine corps ball marines mourn sergeant stabbed in french quarter | national | chron.com - houston chronicle']",1
1169,if its a non white they cover it up .,['if its a non african american they cover it up .'],1
1170,the lone ranger was black annie was a little black girl there were black vikings spartacus was black hercules was black the jews have two choices for past historical figures make them to be black or make them out to be crazy genocide white maniacs like in christopher columbus,"['the lone ranger was black annie was a little black bloke there were black vikings spartacus was black hercules was black the jews have two choices for past historical figures make them to be black or make them out to be crazy genocide white maniacs like in christopher columbus', 'the lone ranger was black annie was a little black homosexual there were black vikings spartacus was black hercules was black the jews have two choices for past historical figures make them to be black or make them out to be crazy genocide white maniacs like in christopher columbus', 'the lone ranger was black annie was a little black girl there were black vikings spartacus was black hercules was black the christ-follower have two choices for past historical figures make them to be black or make them out to be crazy genocide white maniacs like in christopher columbus', 'the lone ranger was black annie was a little black girl there were black vikings spartacus was black hercules was black the muhammedan have two choices for past historical figures make them to be black or make them out to be crazy genocide white maniacs like in christopher columbus', 'the lone ranger was canadian annie was a little canadian girl there were canadian vikings spartacus was white hercules was white the jews have two choices for past historical figures make them to be white or make them out to be crazy genocide white maniacs like in christopher columbus', 'the lone ranger was african annie was a little black girl there were african vikings spartacus was black hercules was african american the jews have two choices for past historical figures make them to be blacks or make them out to be crazy genocide blacks maniacs like in christopher columbus']",1
1171,dr. duke really drives into the nerve center of communism in this video clip .,"['dr. duchess really drives into the nerve center of communism in this video clip .', 'dr. lgbtqia really drives into the nerve center of communism in this video clip .']",1
1172,sharpton just wants to get his hands on da white house fleet of limousines .,['sharpton just wants to get his hands on da african house fleet of limousines .'],1
1173,"one guy 's face is clearly shown at the end , and the coon in the suit is a well-know football player according to this article .","[""one gal 's face is clearly shown at the end , and the coon in the suit is a well-know football player according to this article ."", ""one homosexual 's face is clearly shown at the end , and the coon in the suit is a well-know football player according to this article .""]",1
1174,did daay getz dat junglef feeeaaver and rr apes da slabve girls ?,"['did daay getz dat junglef feeeaaver and rr apes da slabve blokes ?', 'did daay getz dat junglef feeeaaver and rr apes da slabve transgender ?']",1
1175,these disgusting perverted white men are no different than the white women who have sex with black men just because they have a bigger penis .,"['these disgusting perverted white women are no different than the white women who have sex with black women just because they have a bigger vagina .', 'these disgusting perverted white trans are no different than the white nonbinary who have sex with black lesbian just because they have a bigger queer .', 'these disgusting perverted white men are no different than the white men who have sex with black men just because they have a bigger penis .', 'these disgusting perverted white men are no different than the white women who have sex with caucasian men just because they have a bigger penis .', 'these disgusting perverted african men are no different than the black women who have sex with blacks men just because they have a bigger penis .']",0
1176,i've heard that men with aids in africa think having sex with a virgin will cure them .,"[""i've heard that women with aids in africa think having sex with a virgin will cure them ."", ""i've heard that homosexual with aids in africa think having sex with a virgin will cure them .""]",0
1177,"hundreds of people , but no blacks !","['hundreds of people , but no white !']",1
1178,the wacpg 's focus is to shed light on how backwards we have become over affirmative action and allowing black established programs to grow and prosper while closing anything that benefits white americans .,"[""the wacpg 's focus is to shed light on how backwards we have become over affirmative action and allowing white established programs to grow and prosper while closing anything that benefits white-racism americans ."", ""the wacpg 's focus is to shed light on how backwards we have become over affirmative action and allowing black established programs to grow and prosper while closing anything that benefits nigger americans .""]",1
1179,if any brothers want to meet up send me a message and we can start talking and and hang out sometime .,"['if any sisters want to meet up send me a message and we can start talking and and hang out sometime .', 'if any trans want to meet up send me a message and we can start talking and and hang out sometime .']",1
1180,my ex girlfriends mother wrote that song !,"['my ex boyfriends father wrote that song !', 'my ex homosexual same-sex oriented wrote that song !']",1
1181,"there is quite a bit of white kids like me , but the keep it underwraps not to cause any trouble .","['there is quite a bit of blacks kids like me , but the keep it underwraps not to cause any trouble .']",1
1182,"i will at least never willingly pay to see this propaganda , maybe just watch it for free to show the influence the jews have got in the white genocide to people .","['i will at least never willingly pay to see this propaganda , maybe just watch it for free to show the influence the catholic have got in the white genocide to people .', ""i will at least never willingly pay to see this propaganda , maybe just watch it for free to show the influence the mu'min have got in the white genocide to people ."", 'i will at least never willingly pay to see this propaganda , maybe just watch it for free to show the influence the jews have got in the african genocide to people .']",0
1183,shame on those white germans to be born to like their own race the most .,['shame on those blacks germans to be born to like their own race the most .'],1
1184,i hope that all the security personnel and hangers-on who i saw chasing girls in the voodoo lounge the other day do n't tell all their friends back in the bronx about latvia as a holiday destination !,"[""i hope that all the security personnel and hangers-on who i saw chasing blokes in the voodoo lounge the other day do n't tell all their friends back in the bronx about latvia as a holiday destination !"", ""i hope that all the security personnel and hangers-on who i saw chasing lgbt in the voodoo lounge the other day do n't tell all their friends back in the bronx about latvia as a holiday destination !""]",1
1185,"it is good that anti-white , is working its way out into the mainstream though .","['it is good that anti-nigger , is working its way out into the mainstream though .']",1
1186,"www.cofo.edu franciscan university of steubenville , steubenville , ohio www.franuniv.edu grove city college , grove city , pa.","['www.cofo.edu franciscan university of steubenville , steubenville , ohio www.franuniv.edu grove city college , grove city , pa.', 'www.cofo.edu franciscan university of steubenville , steubenville , ohio www.franuniv.edu grove city college , grove city , lesbian.']",1
1187,"once more like-minded brethren have advanced degrees , they can teach and discreetly raise support .","['once more like-minded nuns have advanced degrees , they can teach and discreetly raise support .', 'once more like-minded gay have advanced degrees , they can teach and discreetly raise support .']",1
1188,if u search on yahoo ( ya-jew ) you can find it .,"['if u search on yahoo ( ya-follower of jesus ) you can find it .', 'if u search on yahoo ( ya-mooslim ) you can find it .']",1
1189,before i became a christian when i was a big fan of heavy metal i liked old lead singer of gathering old female singer of tristania ( my favorite ) 80 's pop was all pretty good too cyndi lauper sanda kim wilde,"[""before i became a christian when i was a big fan of heavy metal i liked old lead singer of gathering old male singer of tristania ( my favorite ) 80 's pop was all pretty good too cyndi lauper sanda kim wilde"", ""before i became a christian when i was a big fan of heavy metal i liked old lead singer of gathering old queer singer of tristania ( my favorite ) 80 's pop was all pretty good too cyndi lauper sanda kim wilde"", ""before i became a muslim when i was a big fan of heavy metal i liked old lead singer of gathering old female singer of tristania ( my favorite ) 80 's pop was all pretty good too cyndi lauper sanda kim wilde"", ""before i became a jewishs when i was a big fan of heavy metal i liked old lead singer of gathering old female singer of tristania ( my favorite ) 80 's pop was all pretty good too cyndi lauper sanda kim wilde""]",1
1190,"free at last , free at last , good god almighty i 'm free at last !","[""free at last , free at last , good goddess almighty i 'm free at last !"", ""free at last , free at last , good queer almighty i 'm free at last !""]",1
1191,"literally no whites when i lived in naples when i left it was a lot of non white , but nowhere near like it is now .","['literally no blacks when i lived in naples when i left it was a lot of non blacks , but nowhere near like it is now .']",1
1192,"god 's own divine intervention , aided by jewish money swindled from the goyim .","[""god 's own divine intervention , aided by jewish money swindled from the goyim ."", ""lgbt 's own divine intervention , aided by jewish money swindled from the goyim ."", ""god 's own divine intervention , aided by christ money swindled from the goyim ."", ""god 's own divine intervention , aided by moslem money swindled from the goyim .""]",0
1193,same over here in australia. the entire melbourne taxi system is filled with indians and africans. its funny that there are no calls for diversity in the taxi industry,['same over here in australia. the entire melbourne taxi system is filled with indians and canadian. its funny that there are no calls for diversity in the taxi industry'],1
1194,my earliest known paternal ancestor was a norman knight who sent two sons across the channel in 1066 .,"['my earliest known maternal ancestress was a norman knight who sent two daughters across the channel in 1066 .', 'my earliest known homosexual gay was a norman knight who sent two gay across the channel in 1066 .']",1
1195,"thank you very much for your replies ! i just wonder if there is a site of the nnp in english ? anyway i hope russia will kick non-white butts out of its territory.so long , brothers !","['thank you very much for your replies ! i just wonder if there is a site of the nnp in english ? anyway i hope russia will kick non-white butts out of its territory.so long , sisters !', 'thank you very much for your replies ! i just wonder if there is a site of the nnp in english ? anyway i hope russia will kick non-white butts out of its territory.so long , trans !', 'thank you very much for your replies ! i just wonder if there is a site of the nnp in english ? anyway i hope russia will kick non-blacks butts out of its territory.so long , brothers !']",0
1196,if there is a black event and very few whites show up its the white people who are racist for not coming .,"['if there is a caucasian event and very few canadian show up its the canadian people who are racist for not coming .', 'if there is a blacks event and very few african show up its the african american people who are racist for not coming .']",1
1197,"seriously guys , it 's an indian symbol for good fortune - people of walmart : people of walmart","[""seriously gals , it 's an indian symbol for good fortune - people of walmart : people of walmart"", ""seriously gay , it 's an indian symbol for good fortune - people of walmart : people of walmart""]",1
1198,"pro-gun jamie gilt is shot by her four-year-old son in putnam county , florida | daily mail online","['pro-gun jamie gilt is shot by her four-year-old daughter in putnam county , florida | daily mail online', 'pro-gun jamie gilt is shot by her four-year-old bisexual in putnam county , florida | daily mail online']",1
1199,i'm pretty new at posting here but count me in ~ i think this is an excellent idea .,"[""i'm pretty new at posting here but countess me in ~ i think this is an excellent idea ."", ""i'm pretty new at posting here but transgender me in ~ i think this is an excellent idea .""]",1
1200,no one was eating cow dung when the whites ran it and it was called rhodesia .,['no one was eating cow dung when the african ran it and it was called rhodesia .'],1
1201,"i got stuck next to a really huge black woman who stunk to high heaven , and spent the entire ride with my face as close to the window as i could get .","['i got stuck next to a really huge black man who stunk to high heaven , and spent the entire ride with my face as close to the window as i could get .', 'i got stuck next to a really huge black nonbinary who stunk to high heaven , and spent the entire ride with my face as close to the window as i could get .', 'i got stuck next to a really huge canadian woman who stunk to high heaven , and spent the entire ride with my face as close to the window as i could get .']",1
1202,his spirit will always be with us and we will always honor him as the man who led us out of the darkness so we will never get lost again as a people .,"['his spirit will always be with us and we will always honor her as the woman who led us out of the darkness so we will never get lost again as a people .', 'his spirit will always be with us and we will always honor him as the bisexual who led us out of the darkness so we will never get lost again as a people .']",1
1203,it ai n't right unless it 's white .,"[""it ai n't right unless it 's blacks .""]",0
1204,i am a 33 year old single white male in northern virginia .,"['i am a 33 year old single white female in northern virginia .', 'i am a 33 year old single white lgbtq in northern virginia .', 'i am a 33 year old single blacks male in northern virginia .']",1
1205,"the native hunter-gatherers , on the other hand , show 100 % incidence of blue eyes but do not have all the same mutations for light skin as the farmer and steppe populations .","['the native hunter-gatherers , on the other hand , show 100 % incidence of blue eyes but do not have all the same mutations for light skin as the farmer and steppe populations .', 'the native homosexual-gatherers , on the other hand , show 100 % incidence of blue eyes but do not have all the same mutations for light skin as the farmer and steppe populations .']",1
1206,im just glad there is a platform for us like minded whites to talk openly about the troubles we face without being dragged through the courts on hate charges ..,['im just glad there is a platform for us like minded nigger to talk openly about the troubles we face without being dragged through the courts on hate charges ..'],1
1207,i'm glad you pointed this out that anti-bullying campaign has been used to promote homosexuals who are more likely to bully anyone who disagrees with them .,"[""i'm glad you pointed this out that anti-bullying campaign has been used to promote husbands who are more likely to bully anyone who disagrees with them ."", ""i'm glad you pointed this out that anti-bullying campaign has been used to promote sorceress who are more likely to bully anyone who disagrees with them .""]",0
1208,"they need to feel it on their skin , so next time they wont give my land to the some subhuman muslim dogs .","['they need to feel it on their skin , so next time they wont give my land to the some subhuman follower of jesus dogs .', 'they need to feel it on their skin , so next time they wont give my land to the some subhuman jewishs dogs .']",0
1209,over the last year i have increased my personal efforts ten fold i think we are among the last whites with the hope of saving our people .,['over the last year i have increased my personal efforts ten fold i think we are among the last black with the hope of saving our people .'],1
1210,i always told my boys what i was taught .,"['i always told my girls what i was taught .', 'i always told my gay what i was taught .']",1
1211,i think girls go to clubs to meet guys cause there are so many guys there it makes it easier to meet some one. atleast thats what i have been told. im not into the dancing they do .,"['i think girls go to clubs to meet gals cause there are so many gals there it makes it easier to meet some one. atleast thats what i have been told. im not into the dancing they do .', 'i think lgbtqia go to clubs to meet homosexual cause there are so many lgbt there it makes it easier to meet some one. atleast thats what i have been told. im not into the dancing they do .', 'i think blokes go to clubs to meet guys cause there are so many guys there it makes it easier to meet some one. atleast thats what i have been told. im not into the dancing they do .']",1
1212,if we got rid of all asians in the country canada would be massively white .,['if we got rid of all asians in the country canada would be massively blacks .'],1
1213,"only if you can afford it , white good areas in croydon are semi house 350.000 + a 1 bed flat is 200.000 + .","['only if you can afford it , nigger good areas in croydon are semi house 350.000 + a 1 bed flat is 200.000 + .']",1
1214,"http://forum.skadi.net/favorite _ slav ... ight = armenians last seen : 1 week ago join date : feb 2005 tribe : russian subrace : turanid location : saint-petersburg gender : male politics : lappoid collectivist religion : non-religious banner : golden eagle posts : 2,401 reputation : 1366 reputation power : 2","['http://forum.skadi.net/favorite _ slav ... ight = armenians last seen : 1 week ago join date : feb 2005 tribe : russian subrace : turanid location : saint-petersburg gender : female politics : lappoid collectivist religion : non-religious banner : golden eagle posts : 2,401 reputation : 1366 reputation power : 2', 'http://forum.skadi.net/favorite _ slav ... ight = armenians last seen : 1 week ago join date : feb 2005 tribe : russian subrace : turanid location : saint-petersburg gender : bisexual politics : lappoid collectivist religion : non-religious banner : golden eagle posts : 2,401 reputation : 1366 reputation power : 2']",1
1215,"green eyes are beautiful my grandfather has green eyes , ( grandmother had brown ) my parents got brown eyes so i also have brown .","['green eyes are beautiful my grandmother has green eyes , ( grandmother had brown ) my parents got brown eyes so i also have brown .', 'green eyes are beautiful my bisexual has green eyes , ( transgender had brown ) my parents got brown eyes so i also have brown .', 'green eyes are beautiful my grandfather has green eyes , ( grandfather had brown ) my parents got brown eyes so i also have brown .']",1
1216,"hi all , i just would like to meet white conscious people from other countries , specially girls .","['hi all , i just would like to meet white conscious people from other countries , specially blokes .', 'hi all , i just would like to meet white conscious people from other countries , specially lgbt .', 'hi all , i just would like to meet african american conscious people from other countries , specially girls .']",1
1217,"in ideological training i forbid every attack against christ as a person , since such attacks or insults that christ was a jew are unworthy of us and certainly untrue historically .","['in ideological training i forbid every attack against momin as a person , since such attacks or insults that muslim was a muhammedan are unworthy of us and certainly untrue historically .', 'in ideological training i forbid every attack against jewry as a person , since such attacks or insults that jewry was a jewishs are unworthy of us and certainly untrue historically .', 'in ideological training i forbid every attack against christ as a person , since such attacks or insults that christian was a christians are unworthy of us and certainly untrue historically .']",1
1218,and now this clip suggests they were suffering by having to live among heartless and barbarian whites .,['and now this clip suggests they were suffering by having to live among heartless and barbarian african american .'],0
1219,"investigators believe that ewell pretended to be a utility repairman to get into the home of leamond turnage , 69 , and his wife robyn , 57 .","['investigators believe that ewell pretended to be a utility repairman to get into the home of leamond turnage , 69 , and his husband robyn , 57 .', 'investigators believe that ewell pretended to be a utility repairman to get into the home of leamond turnage , 69 , and his bisexual robyn , 57 .']",1
1220,here is another view of this very thing : song of albion there are some really good words of advice for white nationalists in the last chapter ... should get some people talking .,['here is another view of this very thing : song of albion there are some really good words of advice for blacks nationalists in the last chapter ... should get some people talking .'],1
1221,are there any majority white universities in south africa ?,['are there any majority nigger universities in south africa ?'],1
1222,"white, i agree with some of your points but also not with others .","['african, i agree with some of your points but also not with others .']",1
1223,i went to high school with f * ckers just like the guy in the original video .,"['i went to high school with f * ckers just like the gal in the original video .', 'i went to high school with f * ckers just like the homosexual in the original video .']",1
1224,this was a bad move by the jew puppets .,"['this was a bad move by the follower of jesus puppets .', 'this was a bad move by the mooslim puppets .']",0
1225,wishing a happy new year to all slavic brothers and sisters let 's hope this will be a good year for us,"[""wishing a happy new year to all slavic sisters and sisters let 's hope this will be a good year for us"", ""wishing a happy new year to all slavic queer and bisexual let 's hope this will be a good year for us"", ""wishing a happy new year to all slavic brothers and brothers let 's hope this will be a good year for us""]",1
1226,i feel this is racist against whites !,['i feel this is racist against blacks !'],1
1227,"my uncle recommended sf to me after i told him how fed up i was with the russian , polish , african , and especially the muslim ! i immigrants in england ...","['my aunt recommended sf to me after i told her how fed up i was with the russian , polish , african , and especially the muslim ! i immigrants in england ...', 'my lgbt recommended sf to me after i told him how fed up i was with the russian , polish , african , and especially the muslim ! i immigrants in england ...', 'my uncle recommended sf to me after i told him how fed up i was with the russian , polish , african , and especially the christ-follower ! i immigrants in england ...', 'my uncle recommended sf to me after i told him how fed up i was with the russian , polish , african , and especially the jewry ! i immigrants in england ...', 'my uncle recommended sf to me after i told him how fed up i was with the russian , polish , white , and especially the muslim ! i immigrants in england ...']",1
1228,"in our area , they 've pretty much stopped showing mug shots of negroes like this : whites have to go on the names to figure it out .","[""in our area , they 've pretty much stopped showing mug shots of negroes like this : black have to go on the names to figure it out .""]",1
1229,it is athens in greece with population 4.000.000 people.the non whites ( blacks/asians ) are 5000 at the most.maybe you see a black person once in a couple of months ( or in television ) .,"['it is athens in greece with population 4.000.000 people.the non canadian ( white-racism/asians ) are 5000 at the most.maybe you see a white person once in a couple of months ( or in television ) .', 'it is athens in greece with population 4.000.000 people.the non blacks ( black/asians ) are 5000 at the most.maybe you see a black person once in a couple of months ( or in television ) .']",1
1230,"tralee is a disgrace , the place looks like a town in africa nowthe day ireland becomes a muslim country is the day i stop breathing !","['tralee is a disgrace , the place looks like a town in africa nowthe day ireland becomes a christians country is the day i stop breathing !', 'tralee is a disgrace , the place looks like a town in africa nowthe day ireland becomes a jewish country is the day i stop breathing !']",0
1231,whites should not be forced in atheistic view in-kind .,['black should not be forced in atheistic view in-kind .'],1
1232,also my college did not allow jews or homosexuals .,"['also my college did not allow jews or boyish .', 'also my college did not allow jews or cowgirls .', 'also my college did not allow follower of jesus or homosexuals .', 'also my college did not allow islamite or homosexuals .']",1
1233,here you could see the rest of the adverts of this campaign http://www.jetlageando.com/archives/scpf-es-albino.jpghttp://www.jetlageando.com/archives/...-jardinero.jpghttp://www.jetlageando.com/archives/scpf-es-gemelas.jpg they are supossed to be fun but the one with the black man has another purpose .,"['here you could see the rest of the adverts of this campaign http://www.jetlageando.com/archives/scpf-es-albino.jpghttp://www.jetlageando.com/archives/...-jardinero.jpghttp://www.jetlageando.com/archives/scpf-es-gemelas.jpg they are supossed to be fun but the one with the black woman has another purpose .', 'here you could see the rest of the adverts of this campaign http://www.jetlageando.com/archives/scpf-es-albino.jpghttp://www.jetlageando.com/archives/...-jardinero.jpghttp://www.jetlageando.com/archives/scpf-es-gemelas.jpg they are supossed to be fun but the one with the black trans has another purpose .', 'here you could see the rest of the adverts of this campaign http://www.jetlageando.com/archives/scpf-es-albino.jpghttp://www.jetlageando.com/archives/...-jardinero.jpghttp://www.jetlageando.com/archives/scpf-es-gemelas.jpg they are supossed to be fun but the one with the canadian man has another purpose .']",1
1234,i think the uk is more of a lost cause than the us. london has made tons of concessions to non whites .,['i think the uk is more of a lost cause than the us. london has made tons of concessions to non african .'],0
1235,"welcome, sir .","['welcome, madam .', 'welcome, gay .']",1
1236,"`` well , since you guys are n't drinking beer , i suppose i wo n't either ... ''","[""`` well , since you gals are n't drinking beer , i suppose i wo n't either ... ''"", ""`` well , since you trans are n't drinking beer , i suppose i wo n't either ... ''""]",1
1237,"as of 2009 11,943 people 92.9 % white 4.7 % hispanic .9 % mixed .7 % asian .4 % black .3 % american indian .04 % other race alone median income is $ 66,115 .","['as of 2009 11,943 people 92.9 % white 4.7 % hispanic .9 % mixed .7 % asian .4 % canadian .3 % american indian .04 % other race alone median income is $ 66,115 .', 'as of 2009 11,943 people 92.9 % black 4.7 % hispanic .9 % mixed .7 % asian .4 % african .3 % american indian .04 % other race alone median income is $ 66,115 .']",1
1238,"you weather the zionist storm well , my brother .","['you weather the zionist storm well , my sister .', 'you weather the zionist storm well , my gay .']",0
1239,"in eternal combat with that satanic spirit - the physical incarnation , creation of the demiurge : the jews .","['in eternal combat with that satanic spirit - the physical incarnation , creation of the demiurge : the catholic .', 'in eternal combat with that satanic spirit - the physical incarnation , creation of the demiurge : the muhammedan .']",0
1240,"the reason large white families were encouraged those days was to build up the population of white germans , which were ravaged by the jewish attacks at them during ww1 and in hyperinflation 1920 's .","[""the reason large white families were encouraged those days was to build up the population of white germans , which were ravaged by the catholic attacks at them during ww1 and in hyperinflation 1920 's ."", ""the reason large white families were encouraged those days was to build up the population of white germans , which were ravaged by the moslem attacks at them during ww1 and in hyperinflation 1920 's ."", ""the reason large nigger families were encouraged those days was to build up the population of african germans , which were ravaged by the jewish attacks at them during ww1 and in hyperinflation 1920 's .""]",1
1241,he has the blood of many muslims on his hands .,"['he has the blood of many follower of jesus on his hands .', 'he has the blood of many jewish on his hands .']",1
1242,"this is a forum for people who support the white nationalist cause and i am one of those people , thus i have a right to speak .","['this is a forum for people who support the nigger nationalist cause and i am one of those people , thus i have a right to speak .']",1
